size,direction,iat
0.8453231,0.34884354,0.0935117
0.27412388,1.6724195,-0.56506234
0.4676332,0.08800808,0.11136277
1.3055637,1.6647336,-0.19993621
0.80617684,0.81224567,0.2152024
-0.5394174,-0.62539065,-0.16171032
-0.35553432,1.6399113,-0.5924524
0.26215842,1.6908339,-0.099056944
0.7093879,0.68763334,0.5796073
0.45327538,-1.0514464,-0.26526207
0.7130571,1.5285276,-0.43168133
1.2360382,0.31328204,0.8812399
0.21421216,-1.030129,-0.28244987
0.5371516,1.7354326,-0.5736068
1.2141505,1.0763565,-0.07739062
1.3490713,0.35105625,-0.19744086
1.880459,1.7852685,-0.6970491
1.2297833,0.9944522,-0.594614
1.0998685,1.5044557,-0.49589723
0.8029288,0.8833599,0.0032623205
1.4980212,1.0874318,-0.5226523
1.7355314,0.80726177,0.1810945
2.1407983,0.38493192,-0.35463247
1.6103864,0.61144805,0.20266831
1.4106964,-0.95007664,-0.17257911
1.8806959,0.4430304,-0.43357396
1.0262538,-1.2534825,-0.13311397
1.2744708,0.73804426,-0.20882687
0.6168917,-1.1468582,-0.072591215
1.0236589,-0.19386226,0.14554831
0.22504991,-1.199679,-0.10640558
0.2183421,0.16269693,-0.12810278
0.07241168,-0.70471275,0.23651573
0.44960704,0.936974,-0.3946702
0.41891345,-0.52478033,0.02653961
0.6988556,1.6296378,-0.7144075
1.0924705,0.7457914,0.48588085
0.038991522,-0.10549359,-0.79768765
0.85624886,2.0174453,-0.25686544
0.6932908,0.38746852,0.44291264
0.79550797,1.5023639,0.19625811
1.6101891,1.1993957,0.317161
2.589453,0.511131,0.3998272
2.532779,-0.2201223,0.8811181
1.7352017,-1.6049945,-0.11149954
0.01665498,-0.03656556,-0.34612787
0.38225916,0.30608273,1.0277238
1.4803109,1.2143594,-1.6689963
0.0,0.0,0.0
0.0,0.0,0.0
