size,direction,iat
0.8576074,0.35515523,0.096566476
0.2772908,1.6986527,-0.57199347
0.47310144,0.090384,0.11503543
1.3251228,1.6902169,-0.20182338
0.81678945,0.82565665,0.2206952
-0.54978234,-0.6359164,-0.16134912
-0.3629697,1.6648134,-0.59993
0.2656688,1.7167506,-0.09762122
0.719262,0.6993169,0.59239906
0.45991284,-1.0713354,-0.26782224
0.7264737,1.5582297,-0.438231
1.2590948,0.31822094,0.89982957
0.21452889,-1.0500441,-0.2875033
0.5464714,1.7675595,-0.5830811
1.2338371,1.0912203,-0.07379743
1.3722824,0.3610831,-0.20164281
1.9149941,1.8188815,-0.7073303
1.2484628,1.012614,-0.6031636
1.1185637,1.531911,-0.50382453
0.8177549,0.89934087,0.006693989
1.5270917,1.1085068,-0.53094095
1.7680485,0.8218893,0.18773462
2.181211,0.3917165,-0.359202
1.6402681,0.62206334,0.20940483
1.436328,-0.9698106,-0.17337355
1.915103,0.45106167,-0.43985495
1.0434363,-1.2794483,-0.13360664
1.2967079,0.7518111,-0.21049163
0.6260249,-1.1711453,-0.07193054
1.0418993,-0.19799486,0.15037137
0.22566693,-1.2235926,-0.10698638
0.22039434,0.16525166,-0.1281108
0.070976794,-0.71947205,0.24351585
0.45689774,0.95286405,-0.39982557
0.42576507,-0.5357371,0.030697925
0.70981103,1.6590362,-0.72650206
1.1120702,0.7594808,0.4983975
0.037881915,-0.10935734,-0.8100431
0.8710539,2.0553102,-0.2590091
0.70431024,0.3948068,0.45346212
0.8098046,1.5312341,0.20260984
1.6404067,1.2201833,0.32771844
2.637746,0.5191037,0.41080898
2.5798938,-0.22674218,0.901061
1.7670861,-1.6396646,-0.11103309
0.014728642,-0.038059764,-0.350899
0.3878272,0.31004167,1.0500021
1.5067234,1.2360959,-1.6993027
0.0,0.0,0.0
0.0,0.0,0.0
