size,direction,iat
0.82157856,0.33627844,0.08782847
0.2670746,1.6174239,-0.5511161
0.45622852,0.08517276,0.10289995
1.2645266,1.6113994,-0.19644158
0.7812148,0.78560835,0.2021192
-0.5180816,-0.6009936,-0.16116357
-0.33997458,1.5893754,-0.5750866
0.2585619,1.6373425,-0.10112648
0.69130516,0.6677532,0.55814666
0.44455793,-1.0156754,-0.26037517
0.6941029,1.4842643,-0.42216545
1.2003134,0.30542642,0.8476404
0.21094295,-0.9943632,-0.27796617
0.5268044,1.6868192,-0.5593007
1.1790887,1.0426908,-0.07745182
1.3081888,0.33924603,-0.1982872
1.8248547,1.7288233,-0.67681575
1.1940516,0.96379614,-0.57851
1.0700245,1.4603324,-0.4839413
0.7828051,0.8569612,-0.0008512761
1.454657,1.0538518,-0.5113431
1.684037,0.78414106,0.1708357
2.0768592,0.37393856,-0.34733963
1.5622345,0.5934102,0.191253
1.3690196,-0.9185738,-0.17135441
1.8256733,0.4304902,-0.42404225
0.9990442,-1.2116809,-0.13204902
1.2394066,0.7166968,-0.20612387
0.60267955,-1.1085523,-0.07352705
0.99514854,-0.18635297,0.13765264
0.2238622,-1.1618189,-0.1052698
0.21508157,0.15899095,-0.12801522
0.07519033,-0.68047804,0.22519913
0.43865088,0.9119897,-0.3864777
0.40851533,-0.5072477,0.02031046
0.67929286,1.5839115,-0.6955264
1.0616839,0.7273992,0.46445575
0.039339367,-0.09847443,-0.77787805
0.83289975,1.957789,-0.2534539
0.67496276,0.3765841,0.42521036
0.77358276,1.4572488,0.18682621
1.5618104,1.1665115,0.29978254
2.5120733,0.4980787,0.38159388
2.4578633,-0.20875645,0.8497578
1.6830364,-1.5520341,-0.111788645
0.019570518,-0.034497924,-0.33898297
0.37324616,0.2982342,0.9920658
1.4375186,1.1805345,-1.6209735
0.0,0.0,0.0
0.0,0.0,0.0
