size,direction,iat
0.8988359,0.37714335,0.106258914
0.28979686,1.7941215,-0.5963227
0.4928201,0.09527756,0.12978345
1.3962911,1.7827592,-0.20761955
0.8592883,0.8717035,0.24278192
-0.5867946,-0.67747283,-0.16211495
-0.38998687,1.7528596,-0.6296429
0.27262592,1.809475,-0.09386061
0.75074524,0.7343279,0.63040257
0.47600222,-1.133813,-0.27631745
0.7608302,1.6370164,-0.45525056
1.3233854,0.3327936,0.9586011
0.21978799,-1.1118423,-0.29623753
0.5661706,1.855033,-0.6087514
1.2952199,1.1490014,-0.07256261
1.4437605,0.38328204,-0.2021802
2.0136142,1.9184436,-0.7421263
1.3097705,1.0663276,-0.6308263
1.1711986,1.6091635,-0.5253183
0.8551089,0.9462016,0.014326025
1.605096,1.1681283,-0.5516494
1.8597257,0.8630102,0.20589249
2.294936,0.4113129,-0.37216225
1.7257305,0.65414494,0.22936445
1.5104489,-1.0254766,-0.17561898
2.0129843,0.47399214,-0.45687154
1.0918484,-1.3538457,-0.13547829
1.3595746,0.7903383,-0.21509437
0.65155274,-1.2400897,-0.07010853
1.0937828,-0.2095804,0.16380957
0.2275671,-1.292505,-0.10862274
0.22669789,0.17298166,-0.12858123
0.06628397,-0.76242846,0.2637865
0.47803515,0.99863476,-0.41455638
0.4457051,-0.5660656,0.0414055
0.74434906,1.7416317,-0.75977856
1.1663033,0.79605687,0.5359294
0.035217088,-0.11872532,-0.8471548
0.9132539,2.1641648,-0.26446068
0.73703307,0.4153591,0.4844219
0.8508713,1.6125106,0.22097582
1.7274208,1.2802092,0.35704038
2.7756393,0.539862,0.44338265
2.7148747,-0.24684198,0.9571192
1.8600129,-1.7361257,-0.11018269
0.0084250225,-0.043716848,-0.3638976
0.40343487,0.32452798,1.1138098
1.5833219,1.2962632,-1.7853903
0.0,0.0,0.0
0.0,0.0,0.0
