size,direction,iat
0.829733,0.340676,0.0897674
0.26944202,1.6358365,-0.55594045
0.46015772,0.08639385,0.105684154
1.2779782,1.6289816,-0.1974265
0.78919756,0.79405326,0.20598996
-0.5252564,-0.60858905,-0.16123058
-0.34512457,1.6062927,-0.5807234
0.2598677,1.6549916,-0.10042853
0.6972065,0.67463475,0.5654698
0.44773984,-1.0276406,-0.2620366
0.70048183,1.49934,-0.4255106
1.2124947,0.30856597,0.8586807
0.21188232,-1.0066102,-0.27964407
0.5307032,1.703911,-0.56428283
1.1906849,1.053651,-0.07729523
1.3211176,0.34334737,-0.19862404
1.8424917,1.7471211,-0.68311423
1.2052922,0.9737355,-0.58343065
1.0790933,1.4739801,-0.4871163
0.78988874,0.8658685,0.00029815474
1.4688518,1.0647973,-0.5147211
1.7009994,0.791208,0.17414159
2.0975647,0.37729186,-0.3497379
1.577507,0.5991993,0.19501765
1.3826061,-0.92876476,-0.17207487
1.8432738,0.43484703,-0.4266599
1.0076163,-1.2256199,-0.13243641
1.2507331,0.7237891,-0.20681767
0.6072143,-1.1213408,-0.07284967
1.0048022,-0.18859147,0.13984008
0.22432794,-1.174099,-0.105358906
0.21586123,0.16006818,-0.1284213
0.07458488,-0.6875697,0.2287352
0.44244897,0.9204742,-0.38930115
0.41162586,-0.5133039,0.022421094
0.68472993,1.5993873,-0.7014881
1.0719607,0.7341329,0.47159362
0.039240196,-0.10094382,-0.7847187
0.8408879,1.9771013,-0.25388646
0.67975444,0.37823284,0.4310453
0.77981347,1.4721525,0.18957765
1.5767665,1.174378,0.30612624
2.5360205,0.5026908,0.38736367
2.4798553,-0.21307655,0.8594253
1.6987731,-1.5683779,-0.11215578
0.018898027,-0.033657033,-0.34122005
0.375984,0.30128774,1.0031432
1.4503343,1.191984,-1.6356682
0.0,0.0,0.0
0.0,0.0,0.0
