size,direction,iat
0.8026927,0.3264686,0.08318035
0.26205507,1.5752925,-0.5404247
0.44703788,0.08289038,0.0966136
1.2332332,1.5705278,-0.19379684
0.7625615,0.763059,0.19242045
-0.5019268,-0.582486,-0.16096656
-0.32731164,1.5519273,-0.5624153
0.25487286,1.5955391,-0.103721395
0.67703986,0.65181124,0.5400651
0.43657824,-0.9866042,-0.25633836
0.67835015,1.4467112,-0.41400623
1.1700848,0.29832435,0.8205927
0.2087658,-0.964949,-0.27362645
0.5172638,1.6453695,-0.5472792
1.1505808,1.0167257,-0.07882252
1.2747864,0.3287323,-0.1977015
1.7784218,1.6823232,-0.66063106
1.1645932,0.9382066,-0.5652894
1.0448782,1.4231836,-0.4737495
0.76547146,0.83468366,-0.0043941555
1.4184691,1.0263517,-0.50169444
1.6413256,0.7641786,0.16285096
2.0235448,0.36413512,-0.34145492
1.5215666,0.5780466,0.18217343
1.3345052,-0.8928449,-0.17067018
1.7796811,0.4199325,-0.4154241
0.9761775,-1.1776503,-0.13129644
1.210112,0.6988336,-0.20375091
0.5905795,-1.0767736,-0.073866986
0.9716869,-0.18108587,0.13122915
0.22258787,-1.1302099,-0.10404021
0.21199866,0.15626016,-0.12940115
0.07769835,-0.6601465,0.2157409
0.42983294,0.8914897,-0.37984532
0.3996849,-0.4928767,0.015012684
0.663431,1.5464909,-0.67997545
1.0361832,0.7117774,0.44742808
0.04015811,-0.092713535,-0.7620858
0.8139453,1.9090065,-0.24982445
0.65957487,0.36584514,0.4115487
0.7549924,1.420458,0.17863292
1.5223029,1.1380681,0.2862031
2.4482846,0.48711538,0.36730465
2.3952703,-0.20050594,0.82346326
1.6408068,-1.5066848,-0.11259592
0.022168165,-0.032019302,-0.33274424
0.36585942,0.29331455,0.9628114
1.4023678,1.1522043,-1.5809721
0.0,0.0,0.0
0.0,0.0,0.0
