size,direction,iat
0.83121836,0.34148088,0.09007801
0.2700582,1.6395742,-0.55683273
0.46093974,0.08660709,0.10634501
1.2809098,1.6324703,-0.1977473
0.79083246,0.7958613,0.20690691
-0.52679753,-0.61011744,-0.1612617
-0.3459954,1.6100996,-0.581837
0.26052824,1.6583744,-0.100450486
0.6985659,0.67627263,0.5672398
0.44868827,-1.0302926,-0.26237094
0.70234776,1.5033953,-0.42647764
1.2156755,0.30927056,0.8610621
0.21190748,-1.0091522,-0.28043315
0.5323218,1.7084534,-0.56556207
1.1930926,1.0547578,-0.07641684
1.3237146,0.34493107,-0.19967303
1.8467543,1.751109,-0.6840608
1.2073116,0.97563356,-0.584324
1.0812865,1.4770192,-0.48805314
0.7921108,0.86782795,0.0006211444
1.4728682,1.0676954,-0.51585424
1.7052194,0.79289806,0.17508014
2.1027482,0.37805393,-0.35037968
1.5811683,0.60011107,0.19595991
1.38622,-0.9308745,-0.17228165
1.8474592,0.4355816,-0.42702
1.0099941,-1.228615,-0.13272245
1.2533463,0.72467315,-0.2069687
0.6082331,-1.1245253,-0.07284393
1.0069358,-0.18961139,0.14036983
0.22448914,-1.1779982,-0.10550813
0.21644679,0.16080123,-0.12851302
0.07397753,-0.6901894,0.22974257
0.4432497,0.922415,-0.38989818
0.4124775,-0.5145527,0.022992516
0.6873874,1.6025182,-0.70277226
1.0740645,0.73400545,0.4739203
0.039846864,-0.101759486,-0.78642386
0.8427911,1.9815309,-0.25419295
0.68163455,0.3790508,0.43268377
0.78167915,1.4750985,0.18995279
1.5804789,1.1782312,0.3068695
2.541975,0.5030399,0.3885302
2.4861128,-0.21323326,0.86177754
1.702732,-1.5726957,-0.11172552
0.018524386,-0.034818955,-0.3417565
0.37674418,0.3012792,1.0056242
1.4537151,1.1940397,-1.6393431
0.0,0.0,0.0
0.0,0.0,0.0
