size,direction,iat
0.8226795,0.33683357,0.08812023
0.26748145,1.6204424,-0.55186135
0.45663792,0.084984735,0.103365764
1.2667736,1.6144978,-0.19671018
0.7828768,0.78674704,0.20316486
-0.519434,-0.6025358,-0.16121529
-0.34079596,1.5926073,-0.5762787
0.2586763,1.6403315,-0.10128118
0.6923108,0.66893274,0.5589069
0.4449751,-1.0171998,-0.26047188
0.69545054,1.4864943,-0.42263505
1.2020928,0.3056298,0.84930754
0.21066059,-0.9960778,-0.27850628
0.52741975,1.6895492,-0.5601362
1.1808774,1.0440603,-0.07728716
1.3099766,0.34001598,-0.19869673
1.8270352,1.7312615,-0.6776352
1.1948456,0.9648314,-0.57884645
1.0706626,1.4614731,-0.48394
0.784089,0.8579818,-0.00068150426
1.4570057,1.0557414,-0.51175594
1.6866401,0.7843971,0.17172377
2.0796134,0.3737072,-0.3477734
1.5636401,0.593598,0.19194625
1.3708547,-0.9202366,-0.17179579
1.827694,0.43113628,-0.42368218
0.99991554,-1.2143908,-0.1321877
1.2409539,0.71768504,-0.20597894
0.6030653,-1.110839,-0.07287178
0.9971173,-0.18595622,0.13720472
0.2239691,-1.1648276,-0.10478401
0.21504289,0.15977703,-0.12871501
0.07595839,-0.68005365,0.22531319
0.44069314,0.91415447,-0.38705453
0.41012046,-0.50782686,0.020044891
0.67951804,1.5891755,-0.69704247
1.0634933,0.7309198,0.46560335
0.037957955,-0.09733099,-0.78002656
0.8350607,1.9642421,-0.25160134
0.6755746,0.37536323,0.42760584
0.77578944,1.4617759,0.18782648
1.5664067,1.1669778,0.30173603
2.5165482,0.4967132,0.38449425
2.461393,-0.21178757,0.85085315
1.687322,-1.5540192,-0.112324156
0.020130537,-0.033304904,-0.33894798
0.37405106,0.3001226,0.99418515
1.440296,1.1817772,-1.6230844
0.0,0.0,0.0
0.0,0.0,0.0
