size,direction,iat
0.86349607,0.35834745,0.098002486
0.2790307,1.712607,-0.57553613
0.47612852,0.090910986,0.11720844
1.3353094,1.7034888,-0.20250152
0.82355535,0.83223915,0.22412091
-0.55506456,-0.6426481,-0.1617889
-0.36716232,1.6775128,-0.604695
0.26560694,1.7304307,-0.09711944
0.7230592,0.70294285,0.59637153
0.46058056,-1.078727,-0.26899314
0.72848296,1.5639704,-0.43937463
1.2643743,0.31946364,0.9068905
0.21577398,-1.057604,-0.28688326
0.54627955,1.7745764,-0.58495647
1.2409705,1.1003866,-0.07587094
1.3808258,0.3614077,-0.19851254
1.9244953,1.8291224,-0.7122605
1.256305,1.0180938,-0.60671115
1.1233698,1.5389895,-0.5056226
0.81985074,0.90397817,0.0068579293
1.5330814,1.1140721,-0.53219104
1.7764511,0.8256615,0.18917425
2.1912274,0.39355534,-0.36049962
1.6483314,0.62577176,0.21123163
1.4434125,-0.9746729,-0.17345679
1.924249,0.4533115,-0.4413559
1.0478897,-1.2861614,-0.13389647
1.3023784,0.75514567,-0.21088754
0.62818503,-1.1776356,-0.07191735
1.0465981,-0.1988471,0.15152799
0.22577243,-1.2303088,-0.1072151
0.22111243,0.16655873,-0.12820084
0.07037948,-0.7231283,0.24516569
0.45825815,0.9569263,-0.40090102
0.4272717,-0.5391311,0.031893615
0.71260333,1.6666415,-0.7287205
1.1171166,0.7612355,0.5022979
0.038137756,-0.11143235,-0.813215
0.87527496,2.063766,-0.2594049
0.7060285,0.39456704,0.45514175
0.81186837,1.5376564,0.20367278
1.6461811,1.2239058,0.33000326
2.648254,0.52185297,0.41209793
2.5897899,-0.22696702,0.90558773
1.7728565,-1.6476357,-0.11072113
0.0139291305,-0.038583875,-0.35213313
0.38883862,0.31053308,1.0545665
1.5118284,1.2416959,-1.705976
0.0,0.0,0.0
0.0,0.0,0.0
