size,direction,iat
0.78395265,0.31652328,0.07874812
0.25651643,1.5323877,-0.5293971
0.4376972,0.080794305,0.09013933
1.2013234,1.5292909,-0.1911487
0.7435949,0.74259794,0.18249387
-0.48498923,-0.5636695,-0.1608069
-0.3153353,1.510888,-0.5489006
0.2516035,1.553443,-0.10519372
0.6623325,0.63560474,0.52278805
0.4292443,-0.9579926,-0.25245297
0.6618357,1.4094269,-0.40604472
1.1407094,0.29268342,0.7935042
0.20627455,-0.9364782,-0.2691953
0.5083898,1.605361,-0.5352944
1.1219428,0.9901325,-0.07994659
1.2414443,0.31799546,-0.1968381
1.7322476,1.6358367,-0.6445623
1.1367686,0.91340387,-0.55259264
1.0202028,1.3868562,-0.4635414
0.7479121,0.8131781,-0.008274873
1.3814785,0.9982079,-0.49167815
1.5983316,0.74514604,0.15395848
1.9702537,0.35528553,-0.33533764
1.4818574,0.5636902,0.17277649
1.3001565,-0.8664459,-0.16961321
1.7341639,0.4096107,-0.40739352
0.9536256,-1.1429597,-0.13046992
1.180955,0.68072397,-0.2014671
0.5785846,-1.044959,-0.07459002
0.9479871,-0.17581995,0.12525807
0.22068886,-1.09827,-0.10312943
0.20893854,0.15402946,-0.13049623
0.080095895,-0.6395748,0.20608556
0.42044222,0.8704567,-0.37296054
0.3906784,-0.47883952,0.009995054
0.6471593,1.5084178,-0.6639591
1.010421,0.6952581,0.4304734
0.041489493,-0.08794433,-0.74627143
0.7950378,1.8590491,-0.2461035
0.6438356,0.3538841,0.39810064
0.73556197,1.3830255,0.16999948
1.482348,1.1082575,0.2736023
2.38391,0.47606307,0.35305494
2.3308609,-0.1927466,0.7967259
1.597335,-1.4617256,-0.1132986
0.02591411,-0.027382191,-0.32652858
0.35876483,0.2866858,0.93267924
1.3663265,1.1246703,-1.5401298
0.0,0.0,0.0
0.0,0.0,0.0
