size,direction,iat
0.7648824,0.30646238,0.07420723
0.25112703,1.4895178,-0.51850426
0.42789668,0.078857966,0.08360719
1.1694888,1.4882423,-0.18855992
0.72464097,0.72044015,0.17263319
-0.46822655,-0.54534817,-0.1608384
-0.3029486,1.4717002,-0.53569454
0.24749908,1.511255,-0.107065074
0.6479291,0.6190606,0.5040867
0.42085916,-0.9283689,-0.24790384
0.6458071,1.3705095,-0.39751744
1.1100647,0.28520316,0.76659
0.20433114,-0.9065322,-0.26437563
0.49750054,1.5618204,-0.5228198
1.0932766,0.9647289,-0.0820462
1.2074671,0.30597773,-0.19475931
1.6835208,1.5881331,-0.6285724
1.1085111,0.8875945,-0.53975654
0.9939094,1.3490682,-0.4514139
0.72832966,0.7908624,-0.012694122
1.3419814,0.9690248,-0.48024386
1.5529069,0.7242644,0.1446135
1.913218,0.34522054,-0.32896498
1.4391071,0.5480218,0.16283806
1.2634431,-0.83869696,-0.16869518
1.6850933,0.39848152,-0.3983891
0.9290767,-1.1061059,-0.12969157
1.1494254,0.6611927,-0.19887109
0.5655377,-1.0108259,-0.07525213
0.92237586,-0.1708846,0.11895539
0.21843109,-1.063727,-0.10214708
0.2056078,0.15129094,-0.13185735
0.08238775,-0.6177571,0.19598208
0.41000006,0.8481154,-0.36565
0.38079795,-0.46374476,0.0044591743
0.6299617,1.4672588,-0.64649785
0.98312086,0.67729336,0.41205308
0.042369194,-0.08241751,-0.7287912
0.7741062,1.8047463,-0.24307978
0.6265194,0.3429036,0.38165554
0.7143251,1.3422985,0.16090657
1.4376342,1.0772476,0.2582854
2.3132641,0.46609893,0.33583534
2.261832,-0.18187067,0.7681788
1.5494716,-1.4121256,-0.1137249
0.028643053,-0.025298968,-0.31993786
0.35063696,0.2799029,0.9000268
1.3269593,1.0938143,-1.4961324
0.0,0.0,0.0
0.0,0.0,0.0
