size,direction,iat
0.80721045,0.32876992,0.084318295
0.26312605,1.5849773,-0.54288775
0.44925228,0.083589025,0.098056376
1.2403495,1.5798815,-0.19443102
0.7666388,0.7684724,0.19441621
-0.50570405,-0.5863532,-0.16091059
-0.3302033,1.5602052,-0.56501865
0.2562081,1.6050216,-0.10298019
0.68039274,0.6560052,0.54495907
0.438999,-0.99405783,-0.2574043
0.6821485,1.456609,-0.41631693
1.1779379,0.30032426,0.82712626
0.20939542,-0.9719038,-0.27482396
0.5205851,1.6565285,-0.55017245
1.1575836,1.0222918,-0.078117155
1.2832725,0.33235765,-0.1987901
1.7908446,1.694547,-0.6645089
1.1718534,0.9450146,-0.5685355
1.0517805,1.4332163,-0.47686002
0.7706983,0.84066325,-0.0032236476
1.4286163,1.0335273,-0.50460637
1.6526989,0.7697628,0.16509354
2.0383034,0.36701763,-0.34294927
1.5328681,0.5821265,0.18471517
1.3439091,-0.8998162,-0.17075145
1.7923245,0.42245626,-0.41789046
0.9826472,-1.1867496,-0.13143793
1.2178888,0.70328295,-0.20449929
0.5938131,-1.085481,-0.07399873
0.9774662,-0.18357052,0.13342723
0.22280213,-1.1381665,-0.10471938
0.21263759,0.15694161,-0.1287211
0.07686002,-0.66580003,0.21802643
0.43096566,0.89598733,-0.38128987
0.40127087,-0.49786055,0.017203853
0.6674261,1.5550485,-0.683524
1.0430294,0.7140737,0.452404
0.041000776,-0.096265875,-0.7663041
0.81897384,1.9201163,-0.25136146
0.6631301,0.3671032,0.41511163
0.7580402,1.4295167,0.17963609
1.531621,1.1442361,0.29095587
2.4652102,0.492467,0.37008616
2.4106877,-0.20214853,0.83065826
1.6508473,-1.5185773,-0.11235998
0.021816986,-0.031680733,-0.3345557
0.36781484,0.2938664,0.97021365
1.4109865,1.1607664,-1.5914124
0.0,0.0,0.0
0.0,0.0,0.0
