dirsize_norm,iat_norm
0.4168475270271301,1.014026565826498e-05
0.42356473207473755,2.5341756554553285e-05
0.43124186992645264,7.416289008688182e-05
0.4013751149177551,1.1643822972473572e-06
0.42640143632888794,3.779185499297455e-05
0.4124211370944977,4.306375558371656e-06
0.4198552072048187,1.816704752855003e-05
0.4286814332008362,4.4049254938727245e-05
0.4229072332382202,2.190758277720306e-05
0.42470112442970276,3.357805690029636e-05
0.4243713617324829,2.7066464099334553e-05
0.41485318541526794,7.039382126095006e-06
0.3973093330860138,6.48107004508347e-07
0.42127496004104614,1.9629225789685734e-05
0.41310569643974304,5.554763902182458e-06
0.41060322523117065,3.7665097352146404e-06
0.43001699447631836,5.5923042964423075e-05
0.42469924688339233,3.3444630389567465e-05
0.43337756395339966,9.963896445697173e-05
0.4235190153121948,2.5691773771541193e-05
0.41524481773376465,9.491408491157927e-06
0.42445775866508484,2.1626747184200212e-05
0.4311233162879944,7.619005191372707e-05
0.42046627402305603,1.7648360881139524e-05
0.42019781470298767,1.9290493582957424e-05
0.41978755593299866,1.3854035387339536e-05
0.42219534516334534,2.6699630325310864e-05
0.42652228474617004,3.696498242788948e-05
0.41808101534843445,1.0774195288831834e-05
0.41645821928977966,7.84374788054265e-06
0.4155435860157013,7.625542821187992e-06
0.4128469228744507,3.970146281062625e-06
0.4208272397518158,2.326449248357676e-05
0.4227999448776245,2.3993858121684752e-05
0.4115639626979828,5.256453277979745e-06
0.3933590352535248,4.097895782706473e-07
0.4141298234462738,5.959508143860148e-06
0.4184732139110565,1.1393884051358327e-05
0.42434045672416687,2.8175627448945306e-05
0.42556530237197876,3.095305146416649e-05
0.4162890911102295,1.1205265764147043e-05
0.4094807803630829,2.7860285172209842e-06
0.40663233399391174,2.002588416871731e-06
0.42595478892326355,4.303365858504549e-05
0.42927229404449463,4.7731507947901264e-05
0.41732466220855713,8.874028026184533e-06
0.4295468330383301,6.687385030090809e-05
0.41269636154174805,4.179128609393956e-06
0.41945695877075195,1.494801472290419e-05
0.4254305064678192,3.685860792757012e-05
0.41289976239204407,5.973004135739757e-06
0.4265822172164917,4.18717936554458e-05
0.42273372411727905,2.7293834136798978e-05
0.41074836254119873,4.0682079998077825e-06
0.4317171573638916,8.961043931776658e-05
0.4221116602420807,1.876464557426516e-05
0.4079377055168152,2.882039552787319e-06
0.41793254017829895,9.38091216085013e-06
0.4285435378551483,5.548887202166952e-05
0.4219808876514435,1.7389307686244138e-05
0.4269777536392212,3.958196612074971e-05
0.4202248752117157,1.51509075294598e-05
0.42780786752700806,4.526001794147305e-05
0.42621687054634094,3.729602030944079e-05
0.4141395688056946,6.024698450346477e-06
0.41744786500930786,9.593458344170358e-06
0.4179706275463104,1.2658665582421236e-05
0.4159142076969147,1.0359934094594792e-05
0.4267195463180542,3.0353950933204032e-05
0.4242819845676422,3.0471499485429376e-05
0.4253270626068115,3.79700941266492e-05
0.41884589195251465,1.3105855032335967e-05
0.415571004152298,8.058877028815914e-06
0.4154883623123169,1.1213453035452403e-05
0.42248374223709106,2.2567362975678407e-05
0.4211132526397705,1.6742516891099513e-05
0.4147823452949524,7.676149834878743e-06
0.4299553632736206,5.4064828873379156e-05
0.3925211429595947,1.8028759996013832e-07
0.42437228560447693,2.533117549319286e-05
