dirsize_norm,iat_norm
0.42171958088874817,1.8679727872950025e-05
0.4139743447303772,6.1229761740833055e-06
0.4247598648071289,2.41199250012869e-05
0.42016172409057617,1.437920036551077e-05
0.4123164713382721,4.319442723499378e-06
0.39131230115890503,2.7738755647988e-07
0.4251674711704254,3.73023867723532e-05
0.4154698848724365,7.908523912192322e-06
0.41960856318473816,1.345873261016095e-05
0.4015842378139496,1.1834508768515661e-06
0.4154396057128906,7.665205885132309e-06
0.42457038164138794,3.582855060813017e-05
0.4021741449832916,1.050864966600784e-06
0.4312201738357544,7.300873403437436e-05
0.4244084656238556,2.6658133720047772e-05
0.43530339002609253,0.00012543842603918165
0.41378602385520935,7.911299690022133e-06
0.42271456122398376,2.2200383682502434e-05
0.426727831363678,4.611024269252084e-05
0.41926586627960205,1.5226025425363332e-05
0.4250967800617218,3.2652471418259665e-05
0.40788009762763977,2.379588295298163e-06
0.4176729917526245,1.2801871889678296e-05
0.4174048900604248,8.630116099084262e-06
0.41394469141960144,5.058009719505208e-06
0.417384535074234,1.0239122275379486e-05
0.4261779189109802,4.105729021830484e-05
0.4127228260040283,4.973835984856123e-06
0.4070664942264557,3.0772177979088156e-06
0.4159817099571228,1.0065077731269412e-05
0.40067756175994873,1.0354029882364557e-06
0.42768314480781555,4.708200867753476e-05
0.4217812716960907,2.0916308130836114e-05
0.4300192892551422,7.614712376380339e-05
0.4183844327926636,1.1164987881784327e-05
0.4067130386829376,2.7404403226682916e-06
0.4149012565612793,7.900977834651712e-06
0.4078294038772583,2.9206933049863437e-06
0.43136391043663025,6.753973138984293e-05
0.4265178442001343,2.6704770789365284e-05
0.4042929708957672,2.106623242070782e-06
0.41415825486183167,7.097170509950956e-06
0.41384756565093994,5.188866452954244e-06
0.4105568826198578,3.4144293294957606e-06
0.4211922585964203,1.9264003640273586e-05
0.40974000096321106,3.1934407616063254e-06
0.4271114766597748,4.3241485400358215e-05
0.42448171973228455,2.5180450393236242e-05
0.41714635491371155,9.936932656273711e-06
0.4206441342830658,1.738045466481708e-05
0.4120115041732788,5.69158464713837e-06
0.41615352034568787,1.0690778253774624e-05
0.4160289168357849,8.4712628449779e-06
0.42097389698028564,1.8981125322170556e-05
0.42460376024246216,2.6326317311031744e-05
0.42415696382522583,2.6457139028934762e-05
0.42720770835876465,4.5559943828266114e-05
0.38894057273864746,2.3163740081599826e-07
0.4107567071914673,5.237368895905092e-06
0.41655972599983215,1.0114979886566289e-05
0.4166432321071625,1.2059468645020388e-05
0.42640823125839233,4.284219176042825e-05
0.4320923388004303,8.704966603545472e-05
0.41644522547721863,8.779405106906779e-06
0.41294732689857483,4.906507911073277e-06
0.41791436076164246,1.1879256817337591e-05
0.4260070025920868,4.256040119798854e-05
0.4215734302997589,1.8895194443757646e-05
0.4137226343154907,6.323228262772318e-06
0.4238179326057434,2.4563123588450253e-05
0.4271697700023651,4.691958019975573e-05
0.4222191572189331,2.29553334065713e-05
0.42005231976509094,1.1875541531480849e-05
0.4098161458969116,3.1811362077860394e-06
0.43362054228782654,9.664084063842893e-05
0.4328356683254242,9.680410585133359e-05
0.42747658491134644,5.1124574383720756e-05
0.42231014370918274,2.433361078146845e-05
0.4297220706939697,7.300504512386397e-05
0.40424463152885437,1.2657511661018361e-06
