dirsize_norm,iat_norm
0.429912805557251,7.509766874136403e-05
0.4260639548301697,4.470203930395655e-05
0.4257650673389435,3.3373580663464963e-05
0.39862194657325745,5.877559487998951e-07
0.42495906352996826,2.8328984626568854e-05
0.42384448647499084,2.6900590455625206e-05
0.4235909879207611,3.116729567409493e-05
0.40689975023269653,2.151920853066258e-06
0.404338538646698,1.6097579873530776e-06
0.42778247594833374,5.6861532357288525e-05
0.401756227016449,1.0056087376142386e-06
0.4201657772064209,1.835729563026689e-05
0.39445626735687256,4.3644760694405704e-07
0.418419748544693,1.4166942492011003e-05
0.41577258706092834,6.712256890750723e-06
0.4182758331298828,1.2698469618044328e-05
0.4302114248275757,7.047180406516418e-05
0.4185664653778076,1.372315819025971e-05
0.409670889377594,2.6048810468637384e-06
0.4157164692878723,5.842614427820081e-06
0.4238210618495941,2.82260007224977e-05
0.42466697096824646,2.6924355552182533e-05
0.4243958294391632,2.785025026241783e-05
0.42454347014427185,2.9860522772651166e-05
0.4187203049659729,1.2901613445137627e-05
0.4178982079029083,1.2436365977919195e-05
0.41956454515457153,1.3922018297307659e-05
0.4111071527004242,5.635338766296627e-06
0.4204477071762085,1.8029075363301672e-05
0.41543665528297424,8.826686098473147e-06
0.4256366193294525,3.9062088035279885e-05
0.4327511787414551,0.0001036730463965796
0.4264526665210724,4.0539140172768384e-05
0.42999449372291565,5.642766700475477e-05
0.4181808829307556,1.3390737876761705e-05
0.41354885697364807,7.302352514670929e-06
0.4132276773452759,6.123426373960683e-06
0.42400726675987244,3.5452576412353665e-05
0.42143911123275757,2.0655565094784833e-05
0.42311590909957886,2.5141100195469335e-05
0.42495712637901306,3.618455957621336e-05
0.4270896911621094,4.479520066524856e-05
0.41704195737838745,1.2818486538890284e-05
0.42634233832359314,3.96928699046839e-05
0.4218496084213257,1.5850089766900055e-05
0.41985756158828735,1.7681684767012484e-05
0.4206654727458954,1.5213919141388033e-05
0.41404756903648376,6.631071755691664e-06
0.42007240653038025,1.6843505363794975e-05
0.4205404222011566,1.7437367205275223e-05
0.41007980704307556,4.783141775988042e-06
0.4265906512737274,4.444716978468932e-05
0.43417102098464966,0.00011181664012838155
0.41851741075515747,1.5140464711294044e-05
0.4165903329849243,1.0797069990076125e-05
0.43009114265441895,7.963388634379953e-05
0.4220694303512573,1.6109150237753056e-05
0.41908782720565796,1.1345395250828005e-05
0.4123230278491974,6.777622729714494e-06
0.4332151412963867,9.39241363084875e-05
0.4245108664035797,2.613485230540391e-05
0.4281950294971466,4.887292379862629e-05
0.4222262501716614,2.398795732005965e-05
0.4228643476963043,1.696217805147171e-05
0.43025147914886475,6.641411891905591e-05
0.4303494989871979,6.905206828378141e-05
0.4154960811138153,8.734185030334629e-06
0.4128841161727905,4.32974957220722e-06
0.4314615726470947,7.588745938846841e-05
0.4304370582103729,6.106956425355747e-05
0.4252617657184601,4.0238061046693474e-05
0.4308830499649048,8.131257345667109e-05
0.41722559928894043,1.1056148650823161e-05
0.4077242314815521,3.2061136607808294e-06
0.41232943534851074,4.662437277147546e-06
0.4047268331050873,1.7794093309930759e-06
0.41492170095443726,8.305481969728135e-06
0.4212779104709625,2.0196492187096737e-05
0.432515025138855,8.093737415038049e-05
0.42202937602996826,2.7457313990453258e-05
